"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"LiP3(WO6)2","mp-758098",2.73966404011963,2.46902730595605,5,-2,14.875,5.95,3,74,71,16.2222222222222,12.8395061728395,8,1,87,86,77.5555555555556,14.4074074074074,87,6.941,183.84,176.899,36.6408381111111,32.7109248641975,15.9994,54.8,3695,3640.2,525.177222222222,704.405061728395,54.8,1,16,15,13.8888888888889,3.18518518518519,16,2,6,4,2.61111111111111,0.882716049382716,2,66,162,96,86.9444444444444,27.9259259259259,66,0.98,3.44,2.46,2.975,0.62,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.16666666666667,1.11111111111111,4,0,4,4,0.444444444444444,0.790123456790123,0,0,14,14,1.55555555555556,2.76543209876543,0,1,20,19,7.11111111111111,2.8641975308642,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,1.83333333333333,0.611111111111111,2,0,6,6,0.666666666666667,1.18518518518519,0,0,0,0,0,0,0,1,6,5,2.55555555555556,0.91358024691358,2,9.105,22.5702380952,13.4652380952,12.5368915343833,4.57585537917778,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0,0,0,0,0,2,229,227,46.5,60.8333333333333,12
"LiYF4","mp-3941",6.18652675285654,0.284440716984864,3,-1,9.06,3.02,3,39,36,13,8.66666666666667,9,1,93,92,64.1666666666667,38.4444444444444,93,6.941,88.90585,81.96485,28.6400771333333,20.0885909555556,18.9984032,53.5,1799,1745.5,411.115,476.82,53.5,1,17,16,12,6.66666666666667,17,2,5,3,2.5,0.833333333333333,2,57,190,133,91,45.3333333333333,57,0.98,3.98,3,3.02,1.28,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.33333333333333,2.22222222222222,5,0,1,1,0.166666666666667,0.277777777777778,0,0,0,0,0,0,0,1,7,6,5.33333333333333,2.22222222222222,7,0,1,1,0.166666666666667,0.277777777777778,0,0,1,1,0.666666666666667,0.444444444444444,1,0,9,9,1.5,2.5,0,0,0,0,0,0,0,1,9,8,2.33333333333333,2.22222222222222,1,9.7075,32.365,22.6575,14.6313888888833,6.56518518517778,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,80.5,87.3333333333333,15
"Cs2LiVO4","mp-541190",4.31457118952427,0.785313729930717,5,-2,11.21875,4.4875,3,55,52,21,17.5,8,1,87,86,50.625,36.375,87,6.941,132.9054519,125.9644519,48.461375475,42.84206934375,15.9994,54.8,2183,2128.2,432.38375,442.980625,54.8,1,16,15,9,7,16,2,6,4,3.25,1.5625,2,66,244,178,129.125,63.40625,66,0.79,3.44,2.65,2.24375,1.19625,3.44,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,3,3,0.375,0.65625,0,0,0,0,0,0,0,1,6,5,4,2.25,6,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,9.105,115.765,106.66,37.1941666666625,39.2854166666688,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.5,108.5,12
"LiAu(S2O7)2","mp-1105750",5.65888821818399,4.29018346857582,6,-2,18.6,6.2,3,79,76,12.9,7.85,8,1,88,87,81.85,9.67000000000001,87,6.941,196.966569,190.025569,27.80795845,18.618677675,15.9994,54.8,1337.33,1282.53,205.583,211.0962,54.8,1,16,15,15,1.8,16,2,6,4,2.4,0.6,2,66,136,70,80.4,20.16,66,0.98,3.44,2.46,3.1,0.476,3.44,1,2,1,1.9,0.18,2,0,4,4,3.6,0.72,4,0,10,10,0.5,0.95,0,0,14,14,0.7,1.33,0,1,25,24,6.7,1.83,6,0,1,1,0.1,0.18,0,0,2,2,1.8,0.36,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.9,0.18,2,9.105,25.786875,16.681875,13.195541666665,5.726758333331,9.105,0,2.202,2.202,0.4404,0.70464,0,0,0,0,0,0,0,12,229,217,45.1,46.34,12
"Rb2LiCoF6","mp-1113736",4.6329802825803,4.51477193364,3,-1,8.514,2.838,3,37,34,15.8,10.72,9,1,93,92,62.5,36.6,93,6.941,85.4678,78.5268,35.08002142,24.925746148,18.9984032,53.5,1768,1714.5,316.761,317.6336,53.5,1,17,16,11.4,6.72,17,2,5,3,2.8,1.12,2,57,220,163,103.6,55.92,57,0.82,3.98,3.16,2.838,1.3704,3.98,1,2,1,1.7,0.42,2,0,5,5,3,2.4,5,0,7,7,0.7,1.26,0,0,0,0,0,0,0,1,9,8,5.4,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,3,3,0.3,0.54,0,0,0,0,0,0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,26.65283333333,25.627866666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,1.5484712,1.5484712,0.15484712,0.278724816,0,15,229,214,97.1,98.52,15
"LiHo(WO4)2","mp-1191729",3.6471090915959,2.34080016243852,6,-2,17.225,5.74166666666667,3,74,71,23.5,24.0833333333333,8,1,87,86,69.3333333333333,23.5555555555556,87,6.941,183.84,176.899,55.6288766666667,60.9539483333333,15.9994,54.8,3695,3640.2,835.7575,1104.95458333333,54.8,1,16,15,12,5.33333333333333,16,2,6,4,3,1.5,2,66,192,126,97.6666666666667,42.2222222222222,66,0.98,3.44,2.46,2.87083333333333,0.758888888888889,3.44,1,2,1,1.91666666666667,0.152777777777778,2,0,4,4,2.66666666666667,1.77777777777778,4,0,4,4,0.666666666666667,1.11111111111111,0,0,14,14,3.25,4.875,0,1,20,19,8.5,4.58333333333333,6,0,1,1,0.083333333333333,0.152777777777778,0,0,2,2,1.33333333333333,0.888888888888889,2,0,6,6,1,1.66666666666667,0,0,3,3,0.25,0.458333333333333,0,1,6,5,2.66666666666667,1.16666666666667,2,9.105,30.7333333333,21.6283333333,12.6888888888833,4.77851851851111,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,81.4166666666667,92.5555555555555,12
"LiMnP2O7","mp-31960",4.17416781031644,3.87641775561345,5,-2,14.0863636363636,5.63454545454545,3,25,22,10.3636363636364,4.34710743801653,8,1,87,86,75.2727272727273,17.7355371900826,87,6.941,54.938045,47.997045,21.4383971818182,9.55825044628099,15.9994,54.8,1519,1464.2,271.899090909091,276.307933884298,54.8,1,16,15,13.6363636363636,3.50413223140496,16,2,4,2,2.36363636363636,0.528925619834711,2,66,139,73,85.7272727272727,25.1074380165289,66,0.98,3.44,2.46,2.81727272727273,0.792561983471074,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,7,6,5.45454545454545,0.975206611570248,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,5,5,0.454545454545455,0.826446280991735,0,0,0,0,0,0,0,1,5,4,2.36363636363636,0.710743801652893,2,9.105,22.5702380952,13.4652380952,12.3596723391455,4.48268954659339,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0.000310120689655,0.000310120689655,2.81927899686364E-05,5.12596181247934E-05,0,2,229,227,48.5454545454545,63.4380165289256,12
"LiIn(IO3)4","mp-973966",4.19311197313134,3.35160354552278,5,-2,15.1888888888889,6.07555555555556,3,53,50,20,17.8888888888889,8,1,96,95,83.5555555555556,10.1234567901235,87,6.941,126.90447,119.96347,45.6316488888889,43.8086261728395,15.9994,54.8,453.69,398.89,171.58,155.706666666667,54.8,1,17,16,15.2222222222222,1.82716049382716,16,2,5,3,2.83333333333333,1.2037037037037,2,66,142,76,89.8888888888889,31.8518518518518,66,0.98,3.44,2.46,3.03777777777778,0.536296296296296,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,5,5,3.83333333333333,0.740740740740741,4,0,10,10,2.77777777777778,4.01234567901235,0,0,0,0,0,0,0,1,17,16,8.55555555555556,4.24691358024691,6,0,1,1,0.055555555555556,0.104938271604938,0,0,5,5,1.83333333333333,0.574074074074074,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.88888888888889,0.493827160493827,2,9.105,43.015,33.91,17.8985185185167,11.8697119341574,9.105,0,1.062,1.062,0.236,0.367111111111111,0,0,0,0,0,0,0,12,229,217,42.6666666666667,40.8888888888889,12
"LiFeAsO4","mp-510641",3.17264931470624,2.64257682024582,5,-2,13.3928571428571,5.35714285714286,3,33,30,13.4285714285714,9.18367346938775,8,1,87,86,69.7142857142857,23.8367346938776,87,6.941,74.9216,67.9806,28.8150285714286,20.8961551020408,15.9994,54.8,1811,1756.2,510.555714285714,537.111020408163,54.8,1,16,15,12.5714285714286,4.61224489795918,16,2,4,2,2.57142857142857,0.816326530612245,2,66,132,66,91.8571428571429,29.5510204081633,66,0.98,3.44,2.46,2.67857142857143,0.870204081632653,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,10,10,2.28571428571429,3.26530612244898,0,0,0,0,0,0,0,1,15,14,6.85714285714286,2.6530612244898,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,4,4,0.571428571428571,0.979591836734694,0,0,0,0,0,0,0,1,4,3,2.28571428571429,0.693877551020408,2,9.105,22.175,13.07,12.2740476190429,4.06292517006122,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.301523257142857,0.516897012244898,0,12,229,217,96,96,12
"LiH2BrO","mp-754153",3.6624077383556,1.72188328788921,1,-2,2.356,4.712,1,35,34,9.6,10.16,1,1,95,94,73.4,28.96,92,1.00794,79.904,78.89606,20.972056,23.5727776,1.00794,14.01,453.69,439.68,160.462,159.4264,14.01,1,17,16,7.2,7.44,1,1,4,3,2,0.8,1,31,128,97,75.2,39.04,31,0.98,3.44,2.46,2.356,0.6752,2.2,1,2,1,1.4,0.48,1,0,5,5,1.8,2.16,0,0,10,10,2,3.2,0,0,0,0,0,0,0,1,17,16,5.2,5.04,1,0,1,1,0.6,0.48,1,0,2,2,0.6,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.2,0.32,1,6.615,29.48,22.865,13.68166666666,7.483999999992,6.615,0,7.853,7.853,3.4326,3.53632,7.853,0,0,0,0,0,0,12,229,217,138.6,80.48,194
"LiTaO3","mp-3666",3.69981779187427,1.11250330074468,5,-2,12.8,5.12,3,73,70,20,21.2,8,1,87,86,62,30,87,6.941,180.94788,174.00688,47.177416,53.5081856,15.9994,54.8,3290,3235.2,781.618,1003.3528,54.8,1,16,15,10.8,6.24,16,2,6,4,2.8,1.28,2,66,170,104,99.2,39.84,66,0.98,3.44,2.46,2.56,1.056,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,14,14,2.8,4.48,0,1,19,18,7.6,4.56,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,9.105,18.12,9.015,12.40566666666,3.960799999992,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12
"LiZnAsO4","mp-18048",4.17030690683113,2.67636261926512,5,-2,13.2642857142857,5.30571428571429,3,33,30,14,10,8,1,87,86,71.7142857142857,20.9795918367347,87,6.941,74.9216,67.9806,30.1771714285714,22.8420734693878,15.9994,54.8,1090,1035.2,350.795714285714,338.280816326531,54.8,1,16,15,13.1428571428571,3.79591836734694,16,2,4,2,2.57142857142857,0.816326530612245,2,66,128,62,90.4285714285714,27.9183673469388,66,0.98,3.44,2.46,2.65285714285714,0.899591836734694,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,10,10,2.85714285714286,4.08163265306122,0,0,0,0,0,0,0,1,15,14,7.42857142857143,3.46938775510204,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.71428571428571,0.693877551020408,2,9.105,22.175,13.07,12.7354761904714,4.14911564625306,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91,90.2857142857143,12
"LiNiPO4","mp-26093",4.03303176163986,2.68236601061692,5,-2,13.4571428571429,5.38285714285714,3,28,25,11.1428571428571,5.91836734693878,8,1,87,86,70.4285714285714,22.530612244898,87,6.941,58.6934,51.7524,22.9436802857143,12.5085146938776,15.9994,54.8,1728,1673.2,388.312857142857,401.44693877551,54.8,1,16,15,12.8571428571429,4.20408163265306,16,2,4,2,2.42857142857143,0.612244897959184,2,66,128,62,89,26.2857142857143,66,0.98,3.44,2.46,2.69142857142857,0.855510204081633,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,8,8,1.14285714285714,1.95918367346939,0,0,0,0,0,0,0,1,10,9,5.71428571428571,1.55102040816327,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,2,2,0.285714285714286,0.489795918367347,0,0,0,0,0,0,0,1,3,2,2,0.285714285714286,2,9.105,22.5702380952,13.4652380952,12.2719387755,4.17705539357143,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,0.5953947,0.5953947,0.085056385714286,0.145810946938776,0,2,229,227,72,88.5714285714286,12
"LiBF4","mp-12403",6.886466297263,1.82392761566604,3,-1,9.47,3.15666666666667,3,9,6,7.33333333333333,2.22222222222222,9,1,93,92,74.1666666666667,25.1111111111111,93,6.941,18.9984032,12.0574032,15.6242688,4.49884586666667,18.9984032,53.5,2348,2294.5,502.615,615.128333333333,53.5,1,17,16,13.6666666666667,4.44444444444444,17,2,2,0,2,0,2,57,128,71,73.3333333333333,21.7777777777778,57,0.98,3.98,3,3.15666666666667,1.09777777777778,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,5.33333333333333,2.22222222222222,7,0,1,1,0.166666666666667,0.277777777777778,0,0,5,5,1.5,1.16666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.66666666666667,1.11111111111111,1,7.1725,16.5933333333,9.4208333333,10.4326388888833,2.05356481480555,9.7075,0,1.97,1.97,1.56733333333333,0.536888888888889,1.97,0,0,0,0,0,0,15,229,214,75.8333333333333,81.1111111111111,15
"KLiMoO4","mp-1211965",3.82584468077181,1.45851186717568,6,-2,15.1885714285714,5.06285714285714,3,42,39,13.7142857142857,9.59183673469388,8,1,87,86,57.4285714285714,33.7959183673469,87,6.941,95.96,89.019,29.4281285714286,21.772012244898,15.9994,54.8,2896,2841.2,557.917142857143,668.023673469388,54.8,1,16,15,10.2857142857143,6.53061224489796,16,2,5,3,2.71428571428571,1.02040816326531,2,66,203,137,107,46.8571428571429,66,0.82,3.44,2.62,2.53142857142857,1.03836734693878,3.44,1,2,1,1.57142857142857,0.489795918367347,2,0,4,4,2.28571428571429,1.95918367346939,4,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,4.57142857142857,2.04081632653061,6,0,1,1,0.428571428571429,0.489795918367347,0,0,2,2,1.14285714285714,0.979591836734694,2,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,2.28571428571429,1.06122448979592,2,9.105,73.1066666667,64.0016666667,20.2585714285714,15.0994557823224,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,105,106.285714285714,12
"LiMnFeF6","mp-22200",4.11714289402846,3.48698796457227,3,-1,9.41333333333333,3.13777777777778,3,26,23,12,6,9,1,93,92,74,25.3333333333333,93,6.941,55.845,48.904,25.7460515777778,13.175764854321,18.9984032,53.5,1811,1757.5,456.076666666667,537.299259259259,53.5,1,17,16,13.1111111111111,5.18518518518519,17,2,4,2,2.44444444444444,0.691358024691358,2,57,139,82,82.3333333333333,33.7777777777778,57,0.98,3.98,3,3.13777777777778,1.12296296296296,3.98,1,2,1,1.88888888888889,0.197530864197531,2,0,5,5,3.33333333333333,2.22222222222222,5,0,6,6,1.22222222222222,1.90123456790124,0,0,0,0,0,0,0,1,8,7,6.44444444444444,1.20987654320988,7,0,1,1,0.111111111111111,0.197530864197531,0,0,1,1,0.666666666666667,0.444444444444444,1,0,5,5,1,1.55555555555556,0,0,0,0,0,0,0,1,5,4,1.77777777777778,1.20987654320988,1,9.7075,16.5933333333,6.8858333333,10.6728799489111,1.32834965232839,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,2.1106628,2.1106628,0.234552546743295,0.416913389612601,0,15,229,214,85,93.3333333333333,15
"LiVP2O7","mp-1567478",3.45443233480032,2.34011325941781,5,-2,14.1227272727273,5.64909090909091,3,23,20,10.1818181818182,4.08264462809917,8,1,87,86,74.7272727272727,18.6280991735537,87,6.941,50.9415,44.0005,21.0750749090909,9.02978168595041,15.9994,54.8,2183,2128.2,332.262727272727,358.575371900826,54.8,1,16,15,13.4545454545455,3.80165289256198,16,2,4,2,2.36363636363636,0.528925619834711,2,66,153,87,87,26.7272727272727,66,0.98,3.44,2.46,2.82454545454545,0.783305785123967,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,3,3,0.272727272727273,0.495867768595041,0,0,0,0,0,0,0,1,6,5,5.27272727272727,0.925619834710744,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,7,7,0.636363636363636,1.15702479338843,0,0,0,0,0,0,0,1,7,6,2.54545454545455,0.975206611570248,2,9.105,22.5702380952,13.4652380952,12.5889826839727,4.43415977960165,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,49.6363636363636,65.2231404958678,12
"LiInP2O7","mp-8491",4.41770997746935,2.28726294804994,5,-2,14.1909090909091,5.67636363636364,3,49,46,12.5454545454545,7.52066115702479,8,1,87,86,77.3636363636364,14.3140495867769,87,6.941,114.818,107.877,26.8820294545455,17.4762610247934,15.9994,54.8,453.69,398.89,172.876363636364,150.279008264463,54.8,1,16,15,14.1818181818182,2.61157024793388,16,2,5,3,2.45454545454545,0.661157024793388,2,66,142,76,86,25.4545454545455,66,0.98,3.44,2.46,2.83818181818182,0.76595041322314,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.18181818181818,1.04132231404959,4,0,10,10,0.909090909090909,1.65289256198347,0,0,0,0,0,0,0,1,13,12,6,1.27272727272727,6,0,1,1,0.090909090909091,0.165289256198347,0,0,5,5,2.27272727272727,0.760330578512397,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.36363636363636,0.710743801652893,2,9.105,24.26,15.155,13.6117099567,5.73581267216364,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,41.4545454545455,51.8347107438017,12
"LiErS2","mp-35591",2.24836852063675,0.446197571088344,3,-2,5.535,3.69,3,68,65,25.75,21.125,16,1,88,87,53,35,88,6.941,167.259,160.318,59.5825,53.83825,32.065,388.36,1770,1381.64,750.1025,509.94875,388.36,1,16,15,9,7,16,2,6,4,3.5,1.25,3,105,189,84,131.75,28.625,105,0.98,2.58,1.6,1.845,0.735,2.58,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,0,0,0,0,0,0,12,12,3,4.5,0,1,14,13,6.75,3.625,6,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,0,0,0,0,0,0,2,2,0.5,0.75,0,1,2,1,1.75,0.375,2,16.5933333333,30.585,13.9916666667,24.688020833325,4.0473437500125,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,229,159,140.75,70.75,70
"LiTi2(PO4)3","mp-772524",4.336260230141,2.08049334656231,5,-2,14.4194444444444,5.76777777777778,3,22,19,10.4444444444444,4.08641975308642,8,1,87,86,76.6666666666667,15.8888888888889,87,6.941,47.867,40.926,21.532727,8.99907233333334,15.9994,54.8,1941,1886.2,330.288333333333,371.647222222222,54.8,1,16,15,13.6666666666667,3.55555555555556,16,2,4,2,2.38888888888889,0.561728395061728,2,66,160,94,86.7222222222222,27.6296296296296,66,0.98,3.44,2.46,2.88388888888889,0.741481481481481,3.44,1,2,1,1.94444444444444,0.104938271604938,2,0,4,4,3.16666666666667,1.11111111111111,4,0,2,2,0.222222222222222,0.395061728395062,0,0,0,0,0,0,0,1,6,5,5.33333333333333,0.888888888888889,6,0,1,1,0.055555555555556,0.104938271604938,0,0,3,3,1.83333333333333,0.611111111111111,2,0,8,8,0.888888888888889,1.58024691358025,0,0,0,0,0,0,0,1,8,7,2.77777777777778,1.23456790123457,2,9.105,22.5702380952,13.4652380952,12.6080026454944,4.67067019399259,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,2.25333333333E-05,2.25333333333E-05,2.5037037037E-06,4.45102880657778E-06,0,2,229,227,42.6111111111111,54.3518518518519,12
"Rb4LiZr3H2F19","mp-557793",6.72264941684533,2.78768196064185,4,-1,12.1751724137931,3.04379310344828,1,40,39,15.3103448275862,11.0915576694411,9,1,93,92,72.4137931034483,29.6765755053508,93,1.00794,91.224,90.21606,33.9817152,26.0462892137931,18.9984032,14.01,2128,2113.99,314.898275862069,384.696337693222,53.5,1,17,16,11.7931034482759,6.82282996432818,17,1,5,4,2.6551724137931,1.1319857312723,2,31,220,189,92.3448275862069,54.7752675386445,57,0.82,3.98,3.16,3.04379310344828,1.22675386444709,3.98,1,2,1,1.75862068965517,0.366230677764566,2,0,5,5,3.27586206896552,2.25921521997622,5,0,2,2,0.206896551724138,0.370986920332937,0,0,0,0,0,0,0,1,7,6,5.24137931034483,2.30439952437574,7,0,1,1,0.241379310344828,0.366230677764566,0,0,1,1,0.655172413793103,0.451843043995244,1,0,8,8,0.827586206896552,1.48394768133175,0,0,0,0,0,0,0,1,8,7,1.72413793103448,1.29845422116528,1,6.615,90.7225,84.1075,22.3014080459759,19.059665081253,9.7075,0,7.853,7.853,1.83227586206897,1.01091082045184,1.97,0,0,0,0,0,0,15,229,214,82.7586206896552,88.7871581450654,15
"LiVF4","mp-755629",3.88226735456669,2.31154193371632,3,-1,9.265,3.08833333333333,3,23,20,10.3333333333333,4.22222222222222,9,1,93,92,69.8333333333333,30.8888888888889,93,6.941,50.9415,44.0005,22.3126854666667,9.54293817777778,18.9984032,53.5,2183,2129.5,475.115,569.295,53.5,1,17,16,12.3333333333333,6.22222222222222,17,2,4,2,2.33333333333333,0.555555555555556,2,57,153,96,84.8333333333333,37.1111111111111,57,0.98,3.98,3,3.08833333333333,1.18888888888889,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.33333333333333,2.22222222222222,5,0,3,3,0.5,0.833333333333333,0,0,0,0,0,0,0,1,7,6,5.66666666666667,1.77777777777778,7,0,1,1,0.166666666666667,0.277777777777778,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,1.16666666666667,1.94444444444444,0,0,0,0,0,0,0,1,7,6,2,1.66666666666667,1,9.7075,16.5933333333,6.8858333333,11.40555555555,2.26407407406667,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
